,methylation_PC1,methylation_PC2,methylation_PC3,methylation_PC4,methylation_PC5
TCGA.D8.A1XG,1.491690621689515,-17.111902505011308,19.34785175358302,13.15491748133926,-5.963788427889496
TCGA.D8.A1XJ,-5.138127729953602,14.540791915098653,0.03689122081684092,17.44501062781792,7.165847271634966
TCGA.D8.A1XK,44.762201970998646,7.058034292992101,4.787264002986971,5.0017126963688465,-4.957741902253911
TCGA.D8.A1XL,0.16745729842906612,-4.669247284893312,1.7292383748650242,3.1618658808882976,0.17195703144031413
TCGA.D8.A1XM,0.8982195220204388,-0.9647596095728317,11.177076884858916,-2.430828764364446,-0.8019812703804547
TCGA.D8.A1XO,-2.8934954915717035,-6.2327587825984265,10.602955287762432,0.8410951921195375,6.9645244246702696
TCGA.D8.A1XQ,29.554137176509766,-8.515521016991702,-20.499478465195015,-2.8570661214595394,-4.804206845685975
TCGA.D8.A1XR,-14.72321702957216,-40.124762608188604,4.792290016058992,4.297342994922094,2.1411265356497604
TCGA.D8.A1XS,-11.792830170300935,-18.237308564550336,2.4409726661841193,1.8783312111644848,2.3653193727271167
TCGA.D8.A1XT,20.04064883604339,8.213664126491954,7.658257761659001,0.33313032787500324,-5.57595133199782
TCGA.D8.A1XU,-14.336025586263888,2.463546582010749,1.413323194158717,4.302532411474394,-1.2969765536613937
TCGA.D8.A1XV,-26.821861506134404,-5.1433423582725695,7.350360252729071,17.123973393444235,1.2906878442924168
TCGA.D8.A1XY,0.5852378904609097,-27.668515977878883,-6.796291466274537,-7.425227288046281,0.6154377554613877
TCGA.D8.A1XZ,-9.418538480766179,-14.637158863257511,-16.271870727758312,1.8452424002088341,-0.7869039074337608
