,RNAseq_PC1,RNAseq_PC2,RNAseq_PC3,RNAseq_PC4,RNAseq_PC5
TCGA.BH.A1F0,-33.8563472568859,14.047333227564035,2.379666912931765,5.040273035926823,9.614923383145008
TCGA.BH.A1F2,3.6629260922257103,-0.8149690130815409,7.8911837764579955,-11.829552866195327,7.499411524715049
TCGA.BH.A1F5,17.460575094158052,-6.1647830210207095,-1.9157405726507393,-4.316026525403427,3.886659065829409
TCGA.BH.A1F6,-36.782776896765604,-5.9169334069286155,-4.7656887525002825,1.9746939581370653,2.169441243988028
TCGA.BH.A1F8,7.602345826187962,-15.806321820312787,10.422401205790853,-2.824212660663996,5.794883881802345
TCGA.BH.A1FB,-4.054240782497075,26.249905645277746,0.11824980728693538,-3.9747631931620906,9.943134911791791
TCGA.BH.A1FC,-34.972564339537406,-18.246656094545745,5.108931982524544,10.387484355170225,3.3324875605463564
TCGA.BH.A1FE,-2.921733064534487,14.343908472717947,11.3508027342769,-2.2063460265551633,11.794296438887923
TCGA.BH.A1FG,15.600129464964239,-6.904134688108491,-3.2043688405985162,1.4476358303717838,-5.543201019299961
TCGA.BH.A1FH,-1.272247659870816,21.154430753175692,-9.016312746734593,-6.522306953104015,14.110262154082736
TCGA.BH.A1FJ,19.014655257784153,-16.396322004368404,-4.086462482728445,-9.053806920124586,-3.3359060992735388
TCGA.BH.A1FL,12.356529847978983,4.487741394994148,-0.23486206248934105,-1.2662238116259643,-1.99698498789608
TCGA.BH.A1FM,7.819780605939522,-23.286123038069857,7.133898667346165,-8.996268047889837,10.946168095105486
TCGA.BH.A1FN,-3.7910252318223554,-13.166776044105903,0.6852297420877337,-8.682929158936501,4.050861396878684
TCGA.BH.A1FR,15.705322074765375,-4.465469828578185,-10.349075568913259,16.878307825499483,13.368620566393478
TCGA.BH.A201,1.750925653363192,10.73931250949111,-10.382386142673043,-12.372891527586859,6.13932170718292
TCGA.BH.A202,-5.494217414792479,-5.0218419895640265,11.777582912375374,-8.097044218177535,0.042425718935526685
TCGA.BH.A203,-10.543162204225368,0.21514512148535836,13.694809549239055,-3.037408659018634,-3.043219250546095
TCGA.BH.A204,21.4738401120614,-28.887482991811474,-3.7663712456918486,10.86263443448908,18.15586002037401
TCGA.BH.A209,-9.17895092621326,1.5467159674102813,18.785000741390057,12.08967212102905,-1.7182309452103526
TCGA.BH.A28Q,15.075037704810322,4.471090443800073,-0.798972506593312,-4.954682433254713,1.4541446707491472
TCGA.BH.A42T,8.513336395331073,-0.06118777202858223,-3.3757430180745733,8.557847699195047,-10.59892122232343
TCGA.BH.A42V,0.9586084553097916,25.08067483388656,-11.213470824497962,4.3835130994044365,-0.23149088585438518
TCGA.C8.A1HE,18.135225642376533,2.006469639180215,-1.5139969748293234,-8.60190886697722,-6.870916138479558
